,MLP,SVM,KNN,DT,RF
0,0.8923076923076924,0.8461538461538461,0.8461538461538461,0.8923076923076924,0.9230769230769231
1,0.9230769230769231,0.9384615384615385,0.8461538461538461,0.9538461538461539,0.9230769230769231
2,0.8615384615384616,0.8615384615384616,0.8461538461538461,0.9076923076923077,0.8769230769230769
3,0.8769230769230769,0.8615384615384616,0.8769230769230769,0.8769230769230769,0.8461538461538461
4,0.8769230769230769,0.9076923076923077,0.8307692307692308,0.8615384615384616,0.8769230769230769
5,0.8307692307692308,0.8153846153846154,0.7846153846153846,0.8307692307692308,0.8307692307692308
6,0.8769230769230769,0.8461538461538461,0.8461538461538461,0.8769230769230769,0.9076923076923077
7,0.9692307692307692,0.9384615384615385,0.8307692307692308,0.9692307692307692,0.9384615384615385
8,0.8769230769230769,0.8769230769230769,0.8307692307692308,0.9230769230769231,0.9076923076923077
9,0.890625,0.90625,0.875,0.90625,0.921875
