,MLP,SVM,KNN,DT,RF
0,2.3461316131592764,3.9022072058890265,10.676923076923076,1.165192550645468,0.9569949679071463
1,2.225586258499145,3.7679474074844763,8.338461538461539,1.0153846153846153,0.8232863960072604
2,3.874254580078219,5.948658275853883,11.353846153846154,1.4153846153846155,1.2283589743589742
3,2.7429845122808794,3.8037014284665784,11.8,1.646153846153846,0.9657225314305621
4,2.080169904611483,3.440497814141772,9.63076923076923,2.046153846153846,0.7352179487179488
5,6.07100387997224,11.284361135126934,13.2,5.707692307692308,3.56791452991453
6,2.4725177771722557,5.373101882776952,10.907692307692308,4.246153846153846,1.7736410256410255
7,5.124111484369871,9.33050463501568,12.953846153846154,5.276923076923077,3.818191237023986
8,2.7881752446119727,3.937623313179867,7.6461538461538465,5.2615384615384615,1.5137353846153847
9,3.547446151931727,5.775267895612573,12.703125,2.203125,1.953598203669905
