,MLP,SVM,KNN,DT,RF
0,2.33753850445655,2.858850061823065,8.553846153846154,5.676923076923077,0.8729743589743588
1,1.8632782277146582,2.63946782489962,7.092307692307692,1.2923076923076924,0.9012991452991452
2,3.167136780703841,4.872657222085517,9.96923076923077,3.4153846153846152,1.0501367521367524
3,2.2580267163502703,2.723089410315297,10.492307692307692,1.876923076923077,0.9043724777221341
4,1.7292839890796095,2.5071239262595877,8.846153846153847,1.4541020207791426,0.8433547008547009
5,4.580209688980322,9.46276338718304,11.96923076923077,5.815384615384615,3.469982905982906
6,2.801275779212642,4.126366582178479,10.107692307692307,3.8461538461538463,1.5986025641025643
7,5.333137354779817,8.026512444226535,11.938461538461539,4.6923076923076925,3.4813333333333336
8,1.75595837984184,3.0188696874823058,6.8,3.080769230769231,1.345867692307692
9,3.1318475657302307,4.784032520234396,8.78125,2.015625,1.8881225577586778
